parents,parents_beaten,beaten,p,e,t
4+6 (0.53:0.47),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 10.  0.],[308 258 324 300 240 264 280 480]
4+6 (0.54:0.46),7 & 6,3,[ 0. 64.  0.  0. 62.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 10.  0.],[308 258 324 300 240 259 254 480]
4+6 (0.55:0.45),7 & 6,3,[ 0. 64.  0.  0. 62.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 324 304 240 256 252 480]
4+6 (0.56:0.44),7 & 6,3,[ 0. 70.  0.  0. 62.  0.  0.  5.],[70.  0. 20. 60.  0. 40. 20.  0.],[308 247 324 304 240 267 249 480]
4+6 (0.57:0.43),7 & 6,3,[ 0. 70.  0.  0. 62.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 247 324 304 240 260 249 480]
4+6 (0.58:0.42),7 & 6,3,[ 0. 70.  0.  0. 62.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 247 323 304 240 260 249 480]
4+6 (0.59:0.41),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 70. 60.  0. 50. 20.  0.],[308 258 222 304 241 259 246 480]
4+6 (0.60:0.40),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 323 304 241 259 246 480]
4+6 (0.61:0.39),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 10. 20.  0.],[308 258 323 304 241 349 245 480]
4+6 (0.62:0.38),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 30. 20.  0.],[308 258 323 304 241 351 244 480]
4+6 (0.63:0.37),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 323 304 241 264 244 480]
4+6 (0.64:0.36),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 323 304 241 264 242 480]
4+6 (0.65:0.35),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 323 304 241 265 242 480]
4+6 (0.66:0.34),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 323 304 241 265 241 480]
4+6 (0.67:0.33),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 278 322 307 241 264 241 480]
4+6 (0.68:0.32),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 278 322 307 241 264 240 480]
4+6 (0.69:0.31),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 278 322 307 241 264 240 480]
4+6 (0.70:0.30),7 & 6,3,[ 0. 32.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 322 307 241 265 240 480]
4+6 (0.71:0.29),7 & 6,3,[ 0. 12.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 50. 20.  0.],[308 258 322 307 241 263 240 480]
4+6 (0.72:0.28),7 & 6,2,[ 0.  0.  0.  0. 61.  0.  0.  5.],[70. 40. 20. 60.  0. 50. 20.  0.],[308 151 322 307 241 263 240 480]
4+6 (0.73:0.27),7 & 6,2,[ 0.  0.  0.  0. 61.  0.  0.  5.],[70. 40. 20. 60.  0. 50. 20.  0.],[308 148 322 307 241 263 240 480]
4+6 (0.74:0.26),7 & 6,2,[ 0.  0.  0.  0. 62.  0.  0.  5.],[70. 40. 20. 60.  0. 20. 20.  0.],[308 145 322 307 240 349 239 480]
4+6 (0.75:0.25),7 & 6,2,[ 0.  0.  0.  0. 62.  0.  0.  5.],[70. 40. 20. 60.  0. 50. 20.  0.],[308 145 321 307 240 265 239 480]
4+6 (0.76:0.24),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0.  5.],[70. 40. 20. 60.  0. 50. 20.  0.],[308 145 321 305 240 265 239 480]
4+6 (0.77:0.23),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0.  5.],[70. 40. 10. 60.  0. 20. 20.  0.],[308 144 324 305 240 349 239 480]
4+6 (0.78:0.22),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0.  5.],[70. 20. 10. 60.  0. 20. 20.  0.],[308 170 324 305 240 349 239 480]
4+6 (0.79:0.21),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0.  5.],[70. 20. 10. 60.  0. 10. 20.  0.],[308 213 324 305 240 350 239 480]
4+6 (0.80:0.20),7 & 6,2,[ 0.  0.  0.  0. 62.  0.  0.  5.],[70. 20. 10. 60.  0. 10. 20.  0.],[308 216 324 305 240 350 238 480]
4+6 (0.81:0.19),7 & 6,3,[ 0.  4.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 20. 20.  0.],[308 240 324 305 265 349 238 480]
4+6 (0.82:0.18),7 & 6,3,[ 0.  4.  0.  0. 62.  0.  0.  5.],[70.  0. 20. 60.  0. 20. 20.  0.],[308 240 324 305 265 349 238 480]
4+6 (0.83:0.17),7 & 6,3,[ 0. 20.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 30. 20.  0.],[308 240 323 305 265 354 238 480]
4+6 (0.84:0.16),7 & 6,3,[ 0. 26.  0.  0. 59.  0.  0.  5.],[70.  0. 20. 60.  0. 30. 20.  0.],[308 240 321 305 292 351 238 480]
4+6 (0.85:0.15),7 & 6,3,[ 0. 28.  0.  0. 55.  0.  0.  5.],[70.  0. 20. 60.  0. 30. 20.  0.],[308 240 321 305 317 351 238 480]
4+6 (0.86:0.14),7 & 6,3,[ 0. 28.  0.  0. 54.  0.  0.  5.],[70.  0. 20. 60.  0. 30. 20.  0.],[308 240 321 302 302 354 237 480]
4+6 (0.87:0.13),7 & 6,3,[ 0. 28.  0.  0. 54.  0.  0.  5.],[70.  0. 20. 60.  0. 20. 20.  0.],[308 227 318 302 302 355 237 480]
4+6 (0.88:0.12),7 & 6,4,[ 0. 28.  0.  0. 54.  0. 15.  5.],[70.  0. 20. 60.  0. 20.  0.  0.],[308 227 298 302 302 355 210 480]
4+6 (0.89:0.11),7 & 6,4,[ 0. 28.  0.  0. 62.  0. 14.  5.],[70.  0. 20. 60.  0. 30.  0.  0.],[308 227 289 302 264 351 210 480]
4+6 (0.90:0.10),7 & 6,4,[ 0. 28.  0.  0. 62.  0. 14.  5.],[70.  0. 20. 60.  0. 20.  0.  0.],[308 227 286 302 264 350 210 480]
4+6 (0.91:0.09),7 & 6,4,[ 0. 28.  0.  0. 61.  0. 14.  5.],[70.  0. 20. 60.  0. 20.  0.  0.],[308 227 285 302 250 350 210 480]
4+6 (0.92:0.08),7 & 6,4,[ 0. 28.  0.  0. 61.  0. 14.  5.],[70.  0. 20. 60.  0. 20.  0.  0.],[308 227 285 302 250 351 210 480]
4+6 (0.93:0.07),7 & 6,4,[ 0. 28.  0.  0. 60.  0. 13.  5.],[70.  0. 20. 60.  0. 20.  0.  0.],[308 227 284 302 265 350 210 480]
4+6 (0.94:0.06),7 & 6,4,[ 0. 28.  0.  0. 60.  0. 13.  5.],[70.  0. 20. 70.  0. 20.  0.  0.],[308 227 282 292 238 348 210 480]
4+6 (0.95:0.05),7 & 6,4,[ 0. 28.  0.  0. 61.  0. 12.  5.],[70.  0. 30. 70.  0. 20.  0.  0.],[308 239 282 291 275 348 210 480]
4+6 (0.96:0.04),7 & 6,4,[ 0. 28.  0.  0. 66.  0.  8.  5.],[70.  0. 30. 60.  0. 20.  0.  0.],[308 239 282 357 249 349 210 480]
4+6 (0.97:0.03),7 & 6,4,[ 0. 28.  0.  0. 75.  0.  7. 35.],[70.  0. 30. 60.  0. 20.  0.  0.],[308 239 282 364 248 349 210 347]
4+6 (0.98:0.02),7 & 6,4,[ 0. 28.  0.  0. 71.  0.  6. 35.],[70.  0. 30. 60.  0. 20.  0.  0.],[308 239 281 364 274 348 210 347]
4+6 (0.99:0.01),7 & 6,4,[ 0. 28.  0.  0. 66.  0.  3. 14.],[70.  0. 30. 50.  0. 40.  0.  0.],[308 227 281 417 264 334 210 426]
4+7 (0.01:0.99),7 & 6,4,[ 0. 64.  0.  0. 65.  0.  9.  5.],[70.  0. 60. 60.  0. 10.  0.  0.],[312 258 223 249 268 343 210 480]
4+7 (0.02:0.98),7 & 6,4,[ 0. 64.  0.  0. 65.  0.  9.  5.],[70.  0. 30. 60.  0. 20.  0.  0.],[312 258 327 243 268 345 210 480]
4+7 (0.03:0.97),7 & 6,4,[ 0. 70.  0.  0. 65.  0.  9.  6.],[70.  0. 30. 70.  0. 20.  0.  0.],[312 247 327 277 268 346 210 480]
4+7 (0.04:0.96),7 & 6,4,[ 0. 70.  0.  0. 65.  0. 10.  6.],[70.  0. 30. 70.  0. 20.  0.  0.],[312 247 332 270 268 345 210 480]
4+7 (0.05:0.95),7 & 6,4,[ 0. 70.  0.  0. 65.  0. 11.  6.],[70.  0. 20. 70.  0. 80.  0.  0.],[312 247 331 270 268 176 210 480]
4+7 (0.06:0.94),7 & 6,4,[ 0. 70.  0.  0. 65.  0. 12.  6.],[70.  0. 20. 70.  0. 80.  0.  0.],[312 247 333 269 268 175 210 480]
4+7 (0.07:0.93),7 & 6,4,[ 0. 70.  0.  0. 65.  0. 13.  6.],[70.  0. 40. 70.  0. 80.  0.  0.],[312 247 335 269 268 173 210 480]
4+7 (0.08:0.92),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 20. 30.],[312 247 336 269 268 192 230 391]
4+7 (0.09:0.91),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 90. 20. 30.],[312 237 337 269 268 167 243 391]
4+7 (0.10:0.90),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 20. 30.],[312 237 337 269 268 172 247 391]
4+7 (0.11:0.89),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 20. 30.],[312 237 338 269 268 172 249 391]
4+7 (0.12:0.88),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 80. 20. 30.],[312 237 339 269 268 172 250 391]
4+7 (0.13:0.87),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 20. 30.],[312 237 337 269 268 172 253 391]
4+7 (0.14:0.86),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 30.],[312 237 337 269 268 172 254 391]
4+7 (0.15:0.85),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 40.],[312 237 337 269 268 172 255 384]
4+7 (0.16:0.84),7 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 40.],[312 237 337 269 268 172 317 384]
4+7 (0.17:0.83),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 40.],[312 247 337 269 268 172 317 384]
4+7 (0.18:0.82),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 40.],[312 247 337 269 268 172 318 384]
4+7 (0.19:0.81),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 40.],[312 247 337 269 268 172 320 384]
4+7 (0.20:0.80),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 50.],[312 247 337 269 268 172 318 373]
4+7 (0.21:0.79),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 50.],[312 247 337 269 268 172 320 373]
4+7 (0.22:0.78),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 50.],[312 247 337 269 268 162 320 373]
4+7 (0.23:0.77),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 162 322 373]
4+7 (0.24:0.76),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 162 321 373]
4+7 (0.25:0.75),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 154 326 373]
4+7 (0.26:0.74),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 154 328 373]
4+7 (0.27:0.73),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 154 329 373]
4+7 (0.28:0.72),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 154 329 373]
4+7 (0.29:0.71),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 154 329 373]
4+7 (0.30:0.70),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 163 329 373]
4+7 (0.31:0.69),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 163 330 373]
4+7 (0.32:0.68),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 163 330 373]
4+7 (0.33:0.67),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[312 247 337 269 268 163 330 373]
4+7 (0.34:0.66),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[311 247 337 269 268 163 332 373]
4+7 (0.35:0.65),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[311 247 337 269 268 163 334 373]
4+7 (0.36:0.64),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[311 247 337 269 268 163 335 373]
4+7 (0.37:0.63),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[310 247 337 269 268 163 342 373]
4+7 (0.38:0.62),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[310 247 337 269 268 163 344 373]
4+7 (0.39:0.61),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[308 247 337 269 268 163 344 373]
4+7 (0.40:0.60),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[308 247 337 269 268 163 346 373]
4+7 (0.41:0.59),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[308 247 337 269 268 163 344 372]
4+7 (0.42:0.58),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[308 247 337 269 268 163 341 372]
4+7 (0.43:0.57),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[308 247 337 269 268 163 337 372]
4+7 (0.44:0.56),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[308 247 337 269 268 163 333 372]
4+7 (0.45:0.55),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 50.],[308 247 337 269 268 163 309 372]
4+7 (0.46:0.54),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 309 294]
4+7 (0.47:0.53),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.48:0.52),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.49:0.51),7 & 6,2,[ 0. 70.  0.  0. 63.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.50:0.50),7 & 6,2,[ 0. 70.  0.  0. 63.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.51:0.49),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.52:0.48),7 & 6,2,[ 0. 70.  0.  0. 66.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.53:0.47),7 & 6,2,[ 0. 70.  0.  0. 66.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.54:0.46),7 & 6,2,[ 0. 70.  0.  0. 66.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.55:0.45),7 & 6,2,[ 0. 70.  0.  0. 66.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.56:0.44),7 & 6,2,[ 0. 70.  0.  0. 66.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.57:0.43),7 & 6,2,[ 0. 70.  0.  0. 66.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.58:0.42),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.59:0.41),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 307 222]
4+7 (0.60:0.40),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 294 163 307 222]
4+7 (0.61:0.39),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 294 163 307 222]
4+7 (0.62:0.38),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 294 163 307 222]
4+7 (0.63:0.37),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 294 163 307 222]
4+7 (0.64:0.36),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 337 269 294 163 306 222]
4+7 (0.65:0.35),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 20. 80.],[308 247 337 269 294 163 298 222]
4+7 (0.66:0.34),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 20. 80.],[308 247 337 269 294 163 295 222]
4+7 (0.67:0.33),7 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 20. 80.],[308 247 337 269 294 172 285 222]
4+7 (0.68:0.32),7 & 6,2,[ 0. 70.  0.  0. 61.  0.  0.  0.],[70.  0. 50. 60.  0. 70. 20. 80.],[308 247 337 341 294 172 256 222]
4+7 (0.69:0.31),7 & 6,2,[ 0. 70.  0.  0. 69.  0.  0.  0.],[70.  0. 50. 60.  0. 70. 20. 80.],[308 247 337 365 294 172 253 222]
4+7 (0.70:0.30),7 & 6,2,[ 0. 70.  0.  0. 69.  0.  0.  0.],[70.  0. 50. 60.  0. 70. 20. 80.],[308 247 337 365 294 154 250 222]
4+7 (0.71:0.29),7 & 6,2,[ 0. 70.  0.  0. 64.  0.  0.  0.],[70.  0. 50. 60.  0. 70. 20. 80.],[308 247 337 351 294 154 250 222]
4+7 (0.72:0.28),7 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 60.  0. 80. 20. 80.],[308 247 338 361 294 154 250 222]
4+7 (0.73:0.27),7 & 6,2,[ 0. 70.  0.  0. 68.  0.  0.  0.],[70.  0. 50. 70.  0. 80. 20. 80.],[308 247 338 303 268 154 247 222]
4+7 (0.74:0.26),7 & 6,2,[ 0. 70.  0.  0. 69.  0.  0.  0.],[70.  0. 40. 70.  0. 80. 20. 80.],[308 247 339 297 294 172 246 222]
4+7 (0.75:0.25),7 & 6,2,[ 0. 70.  0.  0. 74.  0.  0.  0.],[70.  0. 40. 70.  0. 80. 20. 80.],[308 247 339 295 267 172 245 222]
4+7 (0.76:0.24),7 & 6,2,[ 0. 70.  0.  0. 75.  0.  0.  0.],[70.  0. 40. 70.  0. 80. 20. 80.],[308 247 339 298 267 172 245 222]
4+7 (0.77:0.23),7 & 6,2,[ 0. 70.  0.  0. 74.  0.  0.  0.],[70.  0. 50. 70.  0. 80. 20. 80.],[308 247 338 298 267 204 245 222]
4+7 (0.78:0.22),7 & 6,2,[ 0. 70.  0.  0. 74.  0.  0.  0.],[70.  0. 40. 70.  0. 80. 20. 80.],[308 246 338 298 267 203 247 222]
4+7 (0.79:0.21),7 & 6,2,[ 0. 64.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 60. 20. 80.],[308 258 337 298 268 225 247 222]
4+7 (0.80:0.20),7 & 6,2,[ 0. 64.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 20. 80.],[308 258 336 298 268 182 247 222]
4+7 (0.81:0.19),7 & 6,2,[ 0. 64.  0.  0. 63.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 20. 80.],[308 258 337 298 268 188 245 222]
4+7 (0.82:0.18),7 & 6,2,[ 0. 54.  0.  0. 71.  0.  0.  0.],[70.  0. 10. 70.  0. 50. 20. 80.],[308 258 338 298 267 256 243 222]
4+7 (0.83:0.17),7 & 6,2,[ 0. 42.  0.  0. 71.  0.  0.  0.],[70.  0. 20. 70.  0. 70. 20. 80.],[308 278 335 298 267 224 241 343]
4+7 (0.84:0.16),7 & 6,2,[ 0. 28.  0.  0. 70.  0.  0.  0.],[70.  0. 10. 70.  0. 60. 20. 80.],[308 258 331 298 267 241 241 362]
4+7 (0.85:0.15),7 & 6,2,[ 0. 22.  0.  0. 70.  0.  0.  0.],[70.  0. 10. 70.  0. 60. 20. 80.],[308 258 331 298 267 243 239 362]
4+7 (0.86:0.14),7 & 6,2,[ 0. 32.  0.  0. 78.  0.  0.  0.],[70.  0. 10. 70.  0. 60. 20. 80.],[308 258 330 298 265 243 237 362]
4+7 (0.87:0.13),7 & 6,2,[ 0.  0.  0.  0. 71.  0.  0.  5.],[70. 50. 10. 60.  0. 60. 20.  0.],[308 158 330 359 240 241 236 480]
4+7 (0.88:0.12),7 & 6,3,[ 0.  0.  0.  0. 70.  0. 16.  5.],[70. 40. 10. 60.  0. 60.  0.  0.],[308 147 330 359 241 243 210 480]
4+7 (0.89:0.11),7 & 6,3,[ 0.  0.  0.  0. 63.  0. 15.  5.],[70. 40. 20. 60.  0. 60.  0.  0.],[308 145 331 357 267 245 210 480]
4+7 (0.90:0.10),7 & 6,3,[ 0.  0.  0.  0. 63.  0. 15.  5.],[70. 40. 20. 60.  0. 20.  0.  0.],[308 143 329 357 267 355 210 480]
4+7 (0.91:0.09),7 & 6,3,[ 0.  0.  0.  0. 68.  0. 15.  5.],[70. 20. 10. 60.  0. 50.  0.  0.],[308 169 329 365 241 282 210 480]
4+7 (0.92:0.08),7 & 6,4,[ 0.  0. 22.  0. 68.  0. 15.  5.],[70. 10.  0. 60.  0. 30.  0.  0.],[308 216 275 365 241 355 210 480]
4+7 (0.93:0.07),7 & 6,4,[ 0.  6.  0.  0. 66.  0. 15.  5.],[70.  0. 20. 60.  0. 20.  0.  0.],[308 240 328 363 240 354 210 480]
4+7 (0.94:0.06),7 & 6,5,[ 0. 12.  2.  0. 77.  0. 14. 35.],[70.  0.  0. 60.  0. 20.  0.  0.],[308 239 327 362 240 356 210 347]
4+7 (0.95:0.05),7 & 6,3,[ 0. 28.  0.  0. 77.  0.  0. 35.],[70.  0. 10. 60.  0. 20. 20.  0.],[308 239 326 367 214 355 224 347]
4+7 (0.96:0.04),7 & 6,5,[ 0. 28. 24.  0. 75.  0. 11. 34.],[70.  0.  0. 60.  0. 30.  0.  0.],[308 227 275 368 238 352 210 360]
4+7 (0.97:0.03),7 & 6,5,[ 0. 28. 24.  0. 77.  0.  9. 20.],[70.  0.  0. 60.  0. 10.  0.  0.],[308 227 275 368 223 355 210 425]
4+7 (0.98:0.02),7 & 6,4,[ 0. 28.  0.  0. 74.  0.  8. 44.],[70.  0. 10. 60.  0. 20.  0.  0.],[308 239 324 367 275 347 210 357]
4+7 (0.99:0.01),7 & 6,4,[ 0. 28.  0.  0. 72.  0.  6. 15.],[70.  0. 20. 60.  0. 20.  0.  0.],[308 238 284 367 274 349 210 426]
5+6 (0.01:0.99),6 & 6,5,[ 0. 64.  0.  0. 55.  3. 40.  5.],[60.  0. 10. 60.  0.  0.  0.  0.],[318 258 328 250 273 340 193 484]
5+6 (0.02:0.98),6 & 6,4,[ 0. 64.  0.  0. 54.  0. 39.  5.],[60.  0. 10. 60.  0. 40.  0.  0.],[318 258 328 245 273 350 193 484]
5+6 (0.03:0.97),6 & 6,4,[ 0. 64.  0.  0. 53.  0. 39.  5.],[60.  0. 10. 60.  0. 50.  0.  0.],[318 258 325 245 273 288 193 484]
5+6 (0.04:0.96),6 & 6,4,[ 0. 64.  0.  0. 54.  0. 39.  5.],[60.  0. 10. 70.  0. 50.  0.  0.],[318 258 279 245 272 289 193 484]
5+6 (0.05:0.95),6 & 6,4,[ 0. 64.  0.  0. 54.  0. 38.  5.],[60.  0. 20. 70.  0. 50.  0.  0.],[318 258 276 255 272 289 193 484]
5+6 (0.06:0.94),6 & 6,4,[ 0. 64.  0.  0. 53.  0. 38.  5.],[70.  0. 30. 70.  0. 50.  0.  0.],[318 258 276 253 272 289 193 484]
5+6 (0.07:0.93),6 & 6,4,[ 0. 64.  0.  0. 53.  0. 36.  5.],[70.  0. 40. 60.  0. 40.  0.  0.],[318 258 265 275 272 301 193 484]
